NPA,m5_2019,r5_2019,m5_2018,r5_2018,m5_2017,r5_2017,m5_2016,r5_2016,m5_2015,r5_2015,m5_2013,r5_2013,m5_2011,r5_2011,m30_2019,r30_2019,m30_2018,r30_2018,m30_2017,r30_2017,m30_2016,r30_2016,m30_2015,r30_2015,m30_2013,r30_2013,m30_2011,r30_2011,m6_2019,m6_2018,m6_2017,m6_2016,m6_2015,m6_2013,m6_2011,m7_2019,m7_2018,m7_2017,m7_2016,m7_2015,m7_2013,m7_2011,m53_2018,r53_2018,m53_2017,r53_2017,m53_2016,r53_2016,m53_2015,r53_2015,m53_2013,r53_2013,m8_2018,r8_2018,m8_2017,r8_2017,m8_2016,r8_2016,m8_2015,r8_2015,m8_2014,r8_2014,m8_2013,r8_2013,m8_2012,r8_2012,m8_2011,r8_2011,m9_2018,r9_2018,m9_2017,r9_2017,m9_2016,r9_2016,m9_2015,r9_2015,m9_2014,r9_2014,m9_2013,r9_2013,m9_2012,r9_2012,m9_2011,r9_2011,m83_2018,r83_2018,m83_2017,r83_2017,m83_2016,r83_2016,m83_2015,r83_2015,m83_2013,r83_2013,m83_2011,r83_2011,m69_2017,r69_2017,m69_2016,r69_2016,m69_2015,r69_2015,m69_2013,r69_2013,m69_2011,r69_2011,m76_2015,m76_2013,m68_2018,r68_2018,m68_2016,r68_2016,m68_2015,r68_2015,m68_2013,r68_2013,m68_2011,r68_2011,m82_2017,r82_2017,m82_2013,r82_2013,m29_2018,m29_moe_2018,m29_2017,m29_moe_2017,m31_2018,m31_moe_2018,m31_2017,m31_moe_2017,m40_2018,m40_moe_2018,m40_2017,m40_moe_2017
285,0.01,17,0,17,0,17,0,16,0,16,0,15,0,15,100,17,100,17,100,17,100,16,100,16,100,15,100,15,562,562,562,597,597,495,495,19,18,17,16,15,14,12,100,17,100,17,100,16,6,1,100,15,0,0,0,0,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,,,#DIV/0!,#DIV/0!,,,-,**,,
286,0.04,70,0,70,0.1,80,0,80,0.1,84,0.1,85,0.1,91,100,70,100,70,100,80,53,42,100,84,100,85,100,91,1456,1444,1461,1499,1458,1453,1457,43,42,43,52,41,39,38,17,12,21,17,31,13,25,21,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,2,0,0,0.12,2,0,0,0,0,0,0,0,0,0.06,1,85.71,6,0,0,0,0,0,0,47.06,4,0,0,0,0,0,0,0,0,1.2,1,0,0,,,0,0,0,0,1.19,1,2.35,2,0,0,0,0,0,0,47,1,55,18,100,0,100,0,682,254,839,250
287,0.94,1455,0.8,1235,0.8,1214,0.8,1215,0.8,1232,0.8,1232,0.8,1177,3.02,44,4,51,4,49,4,50,4,48,4,48,4,49,1563,1559,1559,1539,1480,1480,1513,43,47,46,46,51,49,48,45,23,47,23,50,25,52,25,52,25,0,0,0,0,0.06,1,0,0,0.32,5,0.84,13,0,0,0,0,0,0,0.19,3,0.06,1,0.19,3,0.06,1,0,0,0.06,1,0.13,2,78.43,4,0,0,0,0,20.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161647,146800,,,,,,,,,,,0,0,0,0,3,0,3,3,91,6,93,7,1119,52,1076,62
288,1.73,997,1.7,998,1.7,995,1.7,995,1.7,992,1.7,976,1.7,975,64.29,641,64,642,64,638,64,639,64,636,64,620,64,620,2488,2465,2449,2446,2435,2408,2405,36,35,34,33,33,32,30,8,52,8,50,8,51,8,48,9,56,0.17,1,0.35,2,0.7,4,0,0,3.3,19,0.17,1,0,0,0.17,1,3.3,19,2.61,15,4.35,25,2.78,16,2.26,13,2.26,13,2.26,13,5.39,31,0,0,1.57,1,0,0,1.57,1,1.61,1,0,0,0,0,0.1,1,0.4,3,0.2,1,0.3,2,283992,283283,,,,,,,,,,,0,0,0,0,65,1,71,7,92,3,96,16,1080,102,1011,210
289,1.21,1524,1.1,1364,1,1312,1,1303,1,1290,1,1288,1,1283,100,1524,100,1364,100,1312,100,1300,100,1290,100,1288,100,1283,2154,2047,2019,2006,1994,1994,1986,15,16,16,15,14,12,10,20,266,18,232,16,214,15,187,12,152,6.28,79,5.32,67,1.43,18,1.27,16,0.8,10,0.16,2,0.08,1,0.95,12,0.4,5,0.4,5,0.64,8,0.64,8,0.56,7,0.32,4,1.35,17,0.48,6,0.73,1,0,0,0,0,0.78,1,0.78,1,0,0,0.1,1,0.2,2,1.3,17,1.6,21,1.3,16,170982,162425,0.15,2,0.08,1,0.31,4,0.08,1,0,0,0,0,0,0,65,3,70,7,95,4,94,4,1488,204,1343,265
290,0.33,275,0.3,255,0.5,412,0.5,411,0.5,416,0.5,416,0.5,416,88,242,100,255,55,227,100,410,100,416,100,416,100,418,1269,1245,1033,778,783,784,784,67,67,66,65,64,52,50,51,130,57,129,31,127,29,120,30,123,0.24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,3,0.47,4,0.71,6,0.47,4,0.47,4,0,0,0.24,2,0.36,3,7.84,2,22.03,5,0,0,4.81,2,2.4,1,0,0,0.5,1,1.4,3,1.4,3,0,0,1.4,3,,,1.18,3,2.92,12,1.44,6,0.96,4,0.72,3,0,0,0,0,100,3,55,20,100,0,100,0,-,**,547,510
291,6.81,998,6.8,998,6.8,998,6.8,998,6.8,998,6.8,998,6.8,998,16.23,162,16,162,16,162,16,162,16,162,16,162,16,162,1198,1187,1187,1187,1187,1185,1185,19,18,17,16,15,13,11,27,43,23,38,26,42,22,36,22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,1,0,0,1.36,2,0.68,1,0.68,1,0,0,0.68,1,1.36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,3,1.2,2,1.2,2,72929,,3.11,31,6.81,68,1.9,19,2.3,23,1.1,11,0,0,0,0,8,0,10,6,91,6,91,5,833,39,786,35
292,1.33,405,1.3,405,1.3,406,1.3,409,1.4,416,1.4,415,1.4,420,52.59,213,54,219,54,220,55,223,55,230,55,229,56,234,1069,1045,1042,1036,1023,1018,1009,39,38,38,37,37,36,35,69,152,71,157,73,162,66,152,76,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,1,0.98,3,0.98,3,1.96,6,0.98,3,1.96,6,0.98,3,1.31,4,1.96,6,13.7,3,4.55,1,22.42,5,13.04,3,0,0,4.27,1,0,0,0,0,2,4,1.5,3,2,4,,65800,0.99,4,3.18,13,4.09,17,2.65,11,1.19,5,0,0,14,57,12,0,11,11,87,4,76,16,904,99,801,304
293,3.21,353,3.2,352,3.2,351,3.2,354,3.2,355,3.2,354,3.3,359,96.6,341,95,336,95,335,96,338,95,339,95,338,96,343,1090,1069,1071,1064,1062,1065,1055,72,72,71,70,69,68,66,64,216,65,219,66,224,58,197,66,222,3.64,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,5,4.55,5,8.18,9,7.27,8,9.09,10,3.64,4,11.82,13,10.91,12,0,0,0,0,2.96,1,2.95,1,8.88,3,0,0,0,0,0,0,0.7,2,2.2,6,1.1,3,59300,,3.41,12,7.06,25,7.61,27,6.21,22,6.13,22,0,0,0,0,29,1,33,14,84,9,87,10,844,108,828,79
294,1.27,474,1.3,475,1.3,476,1.2,431,1.2,432,1.2,434,1.2,435,33.97,161,34,162,34,163,38,165,39,167,41,177,41,178,1096,1088,1089,1092,1085,1058,1056,65,64,63,63,61,59,57,63,102,63,103,62,103,52,87,64,114,0,0,0,0,0,0,0,0,12.9,48,0,0,22.85,85,0,0,0.54,2,0.27,1,0.54,2,1.61,6,1.34,5,0.27,1,0,0,0.54,2,0,0,0,0,18.18,3,0,0,5.65,1,11.24,2,0,0,0,0,2.3,3,1.4,2,0.7,1,,,1.47,7,3.71,16,6.25,27,5.53,24,1.61,7,10,47,0,0,11,1,14,13,85,10,80,8,765,71,689,66
295,4.84,514,4.9,516,4.9,515,4.9,521,4.9,521,4.9,521,4.1,438,49.22,253,49,255,49,254,50,260,50,260,50,260,59,260,1256,1239,1240,1230,1231,1230,1227,46,45,45,44,43,42,40,38,97,37,93,35,92,31,80,33,85,0,0,0,0,0.94,1,0,0,0,0,0,0,0,0,0,0,3.77,4,1.89,2,4.71,5,3.77,4,2.83,3,0,0,0.94,1,2.83,3,0,0,0,0,15.38,4,0,0,0,0,0,0,0,0,1.3,3,0.9,2,0.9,2,0.4,1,,,0.78,4,2.11,11,1.73,9,1.15,6,0.23,1,17,86,51,264,25,1,29,9,87,5,87,9,730,30,693,141
296,1.11,822,1,721,0.9,666,0.8,580,0.7,549,0.7,495,0.6,474,100,822,100,721,100,666,100,578,100,549,100,495,100,474,2707,2672,2772,2802,2668,2668,2667,16,17,16,17,18,18,21,10,72,10,69,10,57,10,57,10,49,5.8,43,10.26,76,4.18,31,11.88,88,7.42,55,7.83,58,1.62,12,2.16,16,1.21,9,4.59,34,1.48,11,0.67,5,0.4,3,0.13,1,0.4,3,1.21,9,0,0,0,0,0,0,1.82,1,0,0,0,0,0,0,0.3,2,1.8,10,0.4,2,1.5,7,189674,172694,0,0,0,0,0.18,1,0.2,1,0,0,0,0,0,0,78,2,86,6,91,7,87,5,1239,573,1321,466
297,1.44,150,1.4,150,1.4,150,1.4,150,1.4,150,1.4,150,1.5,151,100,150,100,150,100,150,100,150,100,150,100,150,100,151,3391,3406,3397,3387,3378,3373,3374,34,33,32,31,30,28,26,3,4,3,4,3,5,4,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,2,7.69,8,10.57,11,7.69,8,8.65,9,5.77,6,6.73,7,12.49,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503300,453077,0.67,1,0,0,0,0,0,0,0,0,0,0,0,0,100,2,100,0,100,0,100,0,-,**,,
298,2.07,522,3.2,798,3.2,798,3.2,798,3.2,798,3.2,798,3.2,799,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1,0,0,0.79,2,0,0,0,0,0,0,0,0,0.4,1,,,,,,,,,,,,,0,0,0,0,1.3,1,1.3,1,2.5,2,,70600,,,,,,,,,,,5,40,0,0,11,1,15,9,90,6,92,5,1045,48,929,42
299,2.89,1386,2.8,1358,2.6,1251,2.5,1182,2.4,1165,2.4,1149,2.4,1138,60.61,840,61,826,60,753,62,728,62,725,62,709,61,698,1731,1705,1719,1652,1651,1635,1631,21,21,21,21,20,19,17,25,206,23,174,23,167,22,157,20,144,0.63,3,11.26,54,17.11,82,11.06,53,3.76,18,2.92,14,0.84,4,2.09,10,73.01,350,1.88,9,1.46,7,0.42,2,0.83,4,1.04,5,0.21,1,2.92,14,1.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,8,2.8,32,1.2,14,2.1,24,108025,108077,0.15,2,0.34,4,0.34,4,0.17,2,0.26,3,0,0,0,0,58,1,65,10,86,6,86,7,1156,60,1153,42
300,1.22,574,1.2,576,1.2,576,1.2,576,1.2,576,1.2,576,1.2,573,6.45,37,7,39,7,38,7,39,7,39,7,39,7,38,2095,2031,2063,2031,2031,2031,1992,36,37,35,35,34,32,30,18,7,16,6,18,7,18,7,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,2,0.21,1,0.21,1,0.21,1,0,0,0.21,1,0.64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1,0,0,0.9,1,0,0,,242769,,,,,,,,,,,0,0,0,0,11,0,13,4,77,12,82,9,975,55,915,98
301,1.58,839,1.6,842,1.6,840,1.5,808,1.5,792,1.4,765,1.4,736,100,839,100,842,100,840,100,808,100,792,100,765,100,736,1998,1991,1992,1993,1972,1952,1943,22,21,20,20,20,18,17,18,152,18,148,19,151,19,151,16,121,0,0,0,0,0.38,2,5.46,29,3.95,21,4.14,22,2.45,13,1.88,10,0.57,3,2.07,11,0.75,4,1.32,7,2.45,13,0.38,2,0.57,3,1.51,8,0,0,0,0,1.24,1,0,0,0,0,0,0,0,0,0.6,5,1.9,15,1.4,11,1,7,162788,139714,0.12,1,0.12,1,0.51,4,0.65,5,0.41,3,0,0,0,0,79,1,85,9,93,5,91,18,1372,171,1218,131
302,3.24,1205,3.2,1206,3.2,1205,3.2,1205,3.2,1205,3.2,1205,3.2,1205,58.51,705,59,706,59,705,59,705,59,705,59,705,59,705,2552,2549,2550,2546,2545,2544,2539,28,27,26,25,24,22,20,6,44,6,45,6,45,7,46,6,42,0.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37,20,5.1,19,8.86,33,5.91,22,5.37,20,2.42,9,5.37,20,6.45,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,3,0.3,2,0.1,1,0.7,5,292486,279921,0.25,3,0.41,5,0.17,2,0.66,8,0.17,2,0,0,0,0,61,1,60,5,97,3,98,1,970,62,900,50
303,4.8,958,4.8,960,4.5,898,4.5,898,4.5,898,4.5,898,4.5,898,15.34,147,15,147,16,147,16,147,16,147,16,147,16,147,2275,2264,2262,2262,2262,2260,2257,38,37,36,35,34,32,30,5,7,5,8,6,9,7,11,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8.02,16,3.01,6,2.51,5,2,4,1.5,3,2,4,4.01,8,6.8,1,0,0,0,0,0,0,0,0,0,0,0.7,1,0,0,0.7,1,0,0,0,0,268812,259538,0.31,3,0.22,2,0.22,2,0,0,0.33,3,6,55,6,55,11,0,14,6,91,9,88,9,1043,68,1035,68
304,5.69,378,5.7,378,5.7,378,5.7,378,5.7,378,5.7,378,5.7,378,2.12,8,2,8,2,8,2,8,2,8,2,8,2,8,1118,1118,1118,1088,1088,1088,1088,21,20,19,18,17,15,13,13,1,13,1,25,2,38,3,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,0,0,3.01,2,0,0,0,0,0,0,125,1,0,0,0,0,0,0,0,0,0,0,0,0,12.5,1,0,0,0,0,12.5,1,,,2.12,8,5.29,20,4.23,16,4.5,17,3.44,13,0,0,0,0,0,0,0,4,79,8,80,11,757,69,731,79
305,1.42,425,1.4,409,1.4,409,1.4,408,1.4,410,1.4,410,1.4,406,59.53,253,60,245,60,245,60,243,60,246,60,246,60,242,1615,1439,1434,1435,1431,1429,1421,41,44,44,43,42,41,39,29,72,30,73,30,74,30,74,30,74,2.67,8,0.33,1,0,0,0.33,1,0,0,0,0,0,0,1.67,5,1.67,5,0.33,1,0.67,2,1.34,4,1,3,1.34,4,0.67,2,0.67,2,0,0,4.08,1,8.23,2,12.2,3,8.13,2,0,0,0,0,1.7,7,2.4,10,1.5,6,1.5,6,87727,117567,0.49,2,0.98,4,0.73,3,0.98,4,0,0,0,0,0,0,50,1,58,13,84,4,84,11,940,333,947,85
306,0.74,503,0.7,486,0.8,559,0.6,412,0.5,356,0.5,360,0.6,434,9.94,50,10,51,12,50,12,51,15,52,16,56,13,58,1133,1097,1116,1098,1091,1082,1065,61,62,63,63,64,62,60,61,31,64,32,63,32,46,24,55,31,0,0,0,0,0.15,1,7.34,50,0.15,1,8.37,57,16.3,111,0.29,2,0.15,1,0,0,0,0,0.15,1,0.15,1,0.15,1,0.15,1,0.15,1,19.61,1,0,0,0,0,38.46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.62,3,2.67,11,3.09,11,2.22,8,3,13,85,473,97,350,0,0,0,4,96,6,91,8,393,159,575,223
307,2.75,1420,2.8,1442,2.8,1442,2.8,1442,2.1,1101,2.1,1103,2.1,1103,55.85,793,55,796,55,796,55,796,72,796,72,798,72,798,1597,1596,1585,1580,1578,1579,1575,33,32,31,30,29,28,26,20,158,19,149,18,147,18,140,17,132,0,0,0,0,0,0,0,0,0,0,50,258,0,0,0,0,1.75,9,2.52,13,2.91,15,1.94,10,2.52,13,1.36,7,0.97,5,1.36,7,5.03,4,0,0,0,0,0,0,0,0,0,0,0.2,2,0.6,5,1.3,11,0.8,7,1.1,9,122435,113196,0.07,1,0.35,5,0.54,6,0.18,2,0.18,2,0,0,0,0,48,0,47,11,97,4,99,1,1154,105,1100,106
308,2.06,495,2.1,495,2.1,495,2.1,495,2.1,495,2,481,1.7,414,100,495,100,495,100,495,100,495,100,495,100,481,100,414,2209,2206,2206,2205,2205,2178,2057,20,19,18,17,16,14,14,12,59,12,58,12,59,11,54,10,48,0,0,0,0,0,0,0,0,0,0,10.37,25,14.52,35,11.62,28,1.25,3,2.08,5,3.74,9,2.91,7,1.66,4,1.66,4,3.32,8,3.32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2,0.4,2,0,0,265588,282736,0,0,0.2,1,0,0,0.21,1,0,0,0,0,0,0,92,1,95,6,98,3,98,1,-,**,,
309,0.9,651,0.9,618,0.9,618,0.9,617,0.8,611,0.8,599,0.8,588,85.41,556,87,537,87,537,87,536,88,535,88,526,89,522,2604,2550,2542,2538,2533,2541,2523,24,24,23,22,21,19,17,12,63,12,63,12,63,10,51,9,45,0.14,1,0.14,1,0.14,1,0.14,1,0.55,4,3.31,24,0.97,7,1.24,9,1.1,8,2.21,16,2.62,19,2.07,15,0.97,7,0.97,7,1.93,14,0.55,4,0,0,1.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2,0.2,1,0.7,4,263534,256514,0,0,0.16,1,0.16,1,0,0,0.34,2,0,0,0,0,74,1,91,14,93,7,90,8,1708,140,,
310,2.03,824,2,823,2,822,2,822,2,820,2,817,2,815,84.34,695,84,694,84,693,84,693,84,691,84,688,84,686,2319,2331,2331,2329,2328,2327,2320,21,20,19,18,17,15,13,16,111,16,109,15,104,14,98,13,90,0,0,0.25,1,0,0,0,0,0.74,3,0.49,2,0.49,2,0,0,1.23,5,1.48,6,1.48,6,1.48,6,1.23,5,1.97,8,1.72,7,1.48,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,6,0.5,4,0.7,6,229614,218771,0.12,1,0.12,1,0,0,0,0,0,0,0,0,0,0,75,1,84,11,100,0,100,0,1679,149,1628,252
311,1.46,567,1.5,569,1.5,571,1.5,573,1.5,577,1.5,581,1.5,593,95.77,543,96,545,96,547,96,549,96,553,96,557,96,569,1315,1296,1290,1283,1278,1272,1256,64,64,63,62,61,59,57,55,298,54,294,54,295,46,256,52,292,0.51,2,0,0,0.26,1,0,0,0,0,0,0,0,0,0,0,3.85,15,3.34,13,3.08,12,3.08,12,5.14,20,1.54,6,1.54,6,4.11,16,5.5,3,1.83,1,1.82,1,1.81,1,14.36,8,1.76,1,0,0,0.2,1,0.6,3,0.6,3,1,5,88500,82917,1.93,11,4.19,24,6.24,36,5.85,34,4.05,24,0,0,0,0,38,1,45,12,86,10,82,12,695,189,685,169
312,2.8,579,3,623,3,622,3,622,3,623,3,624,3,624,46.46,269,43,269,43,268,43,268,43,269,43,270,43,270,1424,1418,1422,1409,1410,1399,1395,50,49,48,47,46,44,42,34,91,32,86,33,88,31,83,31,83,0.48,1,0,0,0,0,0.48,1,0,0,0,0,0,0,0,0,2.42,5,3.39,7,0.48,1,0,0,0.97,2,0,0,0.48,1,0.97,2,0,0,0,0,3.73,1,0,0,0,0,0,0,0,0,1.5,4,1.9,5,1.9,5,3.4,9,73550,64400,1.12,7,4.98,31,5.62,35,17.95,112,17.47,109,7,44,23,143,8,0,15,8,77,8,74,12,939,65,906,115
313,0.9,584,0.9,575,0.9,575,0.9,575,0.9,575,0.9,575,0.9,575,76.71,448,78,449,78,449,78,449,78,449,78,449,78,449,1585,1585,1585,1585,1585,1584,1582,27,26,25,24,23,21,19,17,78,15,69,15,69,16,72,14,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,34,0.77,5,0.31,2,0.46,3,0.31,2,0.15,1,0.15,1,0.62,4,0.93,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2,2.2,10,2.4,11,0.9,4,128938,125172,0,0,0.35,2,0.35,2,0.17,1,0.35,2,0,0,29,168,72,1,72,8,100,0,100,0,1101,48,1004,152
314,2.95,942,2.9,936,2.9,931,2.9,933,3,948,3,948,3,950,44.8,422,45,420,45,415,45,417,46,432,46,432,46,434,1381,1354,1341,1339,1332,1332,1331,60,60,60,59,58,56,54,25,107,27,111,27,112,29,124,29,126,0,0,1.57,5,1.25,4,0,0,0,0,0,0,0.31,1,0,0,7.52,24,5.64,18,3.76,12,3.45,11,2.19,7,4.07,13,2.82,9,1.88,6,0,0,4.82,2,2.4,1,27.78,12,2.31,1,0,0,0,0,0.5,2,0,0,1.4,6,0.5,2,170076,154422,0.64,6,2.47,23,6.22,59,4.11,39,2.21,21,5,48,0,0,42,0,47,11,91,10,91,10,1075,114,834,183
315,5.42,1303,4.1,994,1.6,395,1.6,397,1.7,396,1.6,395,1.3,320,20.57,268,28,276,70,278,71,280,70,279,70,278,87,278,1622,1523,1501,1492,1463,1445,1434,68,70,70,69,69,67,65,29,79,30,84,30,84,27,76,30,84,27.44,66,5.4,13,0.42,1,116.6,281,53.11,128,0,0,22.41,54,0,0,6.24,15,3.33,8,6.24,15,6.24,15,7.07,17,2.08,5,2.49,6,4.99,12,21.74,6,14.39,4,3.57,1,0,0,3.6,1,0,0,0,0,0.4,1,0.4,1,0,0,0,0,292047,291293,0.2,2,0.76,3,1.01,4,0.51,2,0.31,1,0,0,0,0,32,1,42,9,89,8,90,9,1280,138,1140,227
316,3.36,1449,3.4,1449,3.4,1449,3.4,1449,3.4,1449,3.4,1449,3.4,1449,35.27,511,35,511,35,511,35,511,35,511,35,511,35,511,1783,1778,1777,1775,1775,1771,1771,49,48,47,46,45,43,41,17,87,18,90,18,93,19,98,18,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,9,1.16,5,2.09,9,2.78,12,0.7,3,1.16,5,0.93,4,1.85,8,0,0,0,0,0,0,0,0,1.96,1,0,0,0.2,1,0.6,3,1.8,9,1.4,7,1.6,8,114000,105357,0.83,12,1.73,25,1.66,24,1.1,16,1.38,20,0,0,0,0,27,0,28,4,92,3,91,4,838,,810,
317,1.81,307,1.8,308,1.8,308,1.8,308,1.8,305,1.8,305,1.8,309,67.75,208,68,208,68,208,68,208,67,205,67,205,68,209,1198,1127,1124,1105,1096,1092,1108,68,68,67,67,67,65,63,53,111,56,116,56,116,54,110,54,110,2.36,4,0.59,1,0,0,1.76,3,0,0,0.59,1,0,0,0,0,2.36,4,4.72,8,2.36,4,4.13,7,2.36,4,0.59,1,0.59,1,1.18,2,0,0,4.81,1,0,0,0,0,4.88,1,0,0,0.5,1,1,2,1,2,1.5,3,1,2,62923,78143,1.62,5,2.92,9,4.59,14,1.31,4,1.29,4,32,99,32,99,33,1,30,15,84,14,79,12,941,97,878,238
318,2.01,774,2,772,2,771,1.8,693,1.8,692,1.8,692,1.8,693,85.53,662,85,660,85,659,95,659,95,658,95,658,95,659,2014,2009,2011,2008,2004,2002,1994,38,37,36,35,34,32,30,10,63,9,57,9,59,10,64,9,58,0,0,0.78,3,0,0,20.26,78,0.26,1,0,0,0.26,1,0,0,3.38,13,3.64,14,4.16,16,2.86,11,3.12,12,2.08,8,2.34,9,4.16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0.1,1,0.6,4,180359,184125,0.26,2,0.29,2,0.29,2,0.43,3,0.14,1,10,78,0,0,83,1,85,7,96,4,97,2,1075,492,1338,166
319,1.88,1350,1.5,1079,1.5,1080,1.5,1081,1.5,1085,1.5,1086,1.4,1015,70.74,955,89,955,89,956,89,957,89,961,89,962,95,963,1537,1529,1529,1529,1528,1527,1521,37,36,35,34,33,31,29,15,141,15,140,15,142,15,140,14,134,0.14,1,38.04,273,0,0,0,0,0,0,0,0,0,0,0,0,2.09,15,2.23,16,1.25,9,1.81,13,1.81,13,0.97,7,1.39,10,1.39,10,0,0,2.09,2,1.04,1,0,0,0,0,0,0,0.2,2,0.6,6,1.4,13,0.9,9,1.2,11,122892,118229,0.09,1,0.74,8,0.83,9,0.74,8,0.49,5,5,52,5,52,88,1,92,7,98,5,95,5,1690,289,1292,863
320,1.71,452,1.7,452,1.7,444,1.7,446,1.8,467,1.8,476,1.8,475,94.69,428,95,430,95,422,95,423,92,429,89,422,89,421,2341,2192,2127,2085,2023,1991,1975,47,49,49,49,49,48,46,15,65,16,66,17,72,17,72,18,78,1.89,5,6.06,16,3.03,8,2.65,7,1.52,4,2.27,6,0.76,2,1.14,3,8.34,22,7.2,19,10.23,27,11.37,30,7.96,21,7.2,19,6.82,18,6.82,18,6.98,3,9.48,4,18.91,8,9.32,4,0,0,0,0,0,0,0.2,1,0.7,3,0.5,2,1.7,7,373470,365160,0,0,0.45,2,0.43,2,0.63,3,0.21,1,0,0,0,0,73,1,91,14,89,3,86,14,1412,456,1349,358
321,2.2,478,2.2,479,2.2,475,2.2,478,2.2,477,2.2,473,2.2,481,64.64,309,65,310,64,306,64,308,65,308,64,305,65,313,1310,1280,1128,1289,1283,1283,1105,47,47,47,45,45,43,43,47,147,46,140,45,139,43,131,43,132,1.38,3,0.92,2,0,0,0,0,0,0,3.23,7,0.92,2,0,0,2.3,5,3.68,8,0.92,2,4.14,9,2.76,6,2.76,6,1.38,3,0,0,6.45,2,0,0,3.25,1,0,0,6.56,2,0,0,0.7,3,0.7,3,0.2,1,1,4,1.2,5,,,1.67,8,4.39,21,5.03,24,4.02,19,2.08,10,0,0,0,0,22,1,30,12,96,7,96,3,875,118,875,133
322,2.14,427,2.1,425,2.1,426,2.1,426,2.1,426,2.1,426,2.1,426,100,427,100,425,100,426,100,426,100,426,100,426,100,426,1585,1579,1572,1569,1567,1551,1551,32,31,30,29,28,27,25,24,101,26,111,26,111,25,107,26,111,0.5,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,2.01,4,2.51,5,5.02,10,1,2,1,2,1.5,3,3.01,6,2.51,5,0,0,2.35,1,0,0,0,0,0,0,0,0,0.2,1,1,4,2.2,9,1.2,5,1.9,8,107393,111050,0.24,1,1.17,5,1.41,6,1.17,5,1.17,5,0,0,0,0,72,1,65,16,100,0,100,0,1237,157,1300,152
323,1.59,894,1.6,894,1.6,890,1.6,890,1.6,891,1.6,891,1.6,891,82.44,737,82,736,82,732,82,730,82,733,82,733,82,733,1541,1532,1534,1531,1528,1518,1516,40,39,38,37,36,34,32,23,169,25,182,25,183,24,178,23,169,0,0,0.18,1,0.53,3,0,0,0,0,0.18,1,0,0,0,0,1.95,11,2.31,13,2.31,13,1.77,10,1.24,7,0.89,5,2.13,12,2.13,12,0,0,0,0,0,0,0,0,1.36,1,0,0,0.3,2,1,8,2.3,18,1.3,10,1.1,9,96964,82825,0.45,4,0.79,7,1.35,12,1.23,11,0.79,7,10,85,10,85,69,1,64,7,98,3,96,1,949,68,933,98
324,0.44,597,0.4,594,0.4,592,0.4,592,0.4,589,0.4,589,0.4,591,100,597,100,594,100,592,100,591,100,589,100,589,100,591,2809,2789,2792,2790,2797,2789,2762,31,30,29,28,27,25,23,10,60,10,58,10,61,10,61,12,69,0.44,6,0.07,1,0,0,0.07,1,0,0,0,0,0.15,2,0,0,0.59,8,0.73,10,0.95,13,0.8,11,1.17,16,0.73,10,1.17,16,0.37,5,3.37,2,0,0,0,0,0,0,0,0,0,0,0.2,1,0.2,1,0.7,4,0.9,5,1.5,9,248000,240537,0.17,1,0.68,4,1.02,6,1.53,9,4.91,29,0,0,0,0,89,2,92,7,100,0,99,2,2039,1200,,
