NPA,r1_2015,r1_2013,m47_2018,r47_2018,m47_2017,r47_2017,m47_2016,r47_2016,m47_2015,r47_2015,m47_2013,r47_2013,m47_2010,r47_2010,m47_2000,r47_2000,m2_2018,m2_moe_2018,m2_2017,m2_moe_2017,m12_2018,m12_moe_2018,m12_2017,m12_moe_2017,m13_2018,m13_moe_2018,m13_2017,m13_moe_2017,m14_2018,m14_moe_2018,m14_2017,m14_moe_2017,m14_2010,m14_2000,m15_2018,m15_moe_2018,m15_2017,m15_moe_2017,m15_2010,m15_2000,m16_2018,m16_moe_2018,m16_2017,m16_moe_2017,m16_2010,m16_2000,m17_2018,m17_moe_2018,m17_2017,m17_moe_2017,m17_2010,m17_2000,m18_2018,m18_moe_2018,m18_2017,m18_moe_2017,m18_2010,m18_2000,m11_2018,r11_2018,m11_2017,r11_2017,m11_2016,r11_2016,m11_2015,r11_2015,m11_2013,r11_2013,m11_2011,r11_2011
NPA,Area,Area,Population_Density_2018,Population _2018,Population_Density_2017,Population _2017,Population_Density_2016,Population _2016,Population_Density_2015,Population _2015,Population_Density_2013,Population _2013,Population_Density_2010,Population_2010,Population_Density_2000,Population _2000,Age_of_Residents_2018,Age_of_Residents_moe_2018,Age_of_Residents_2017,Age_of_Residents_moe_2017,Youth_Population_2018,Youth_Population_moe_2018,Youth_Population_2017,Youth_Population_moe_2017,Older_Adult_Population_2018,Older_Adult_Population_moe_2018,Older_Adult_Population_2017,Older_Adult_Population_moe_2017,White_Population_2018,White_Population_moe_2018,White_Population_2017,White_Population_moe_2017,White_Population_2010,White_Population_2000,Black_Population_2018,Black_Population_moe_2018,Black_Population_2017,Black_Population_moe_2017,Black_Population_2010,Black_Population_2000,Asian_Population_2018,Asian_Population_moe_2018,Asian_Population_2017,Asian_Population_moe_2017,Asian_Population_2010,Asian_Population_2000,All_Other_Races_2018,All_Other_Races_moe_2018,All_Other_Races_2017,All_Other_Races_moe_2017,All_Other_Races_2010,All_Other_Races_2000,Hispanic_Latino_2018,Hispanic_Latino_moe_2018,Hispanic_Latino_2017,Hispanic_Latino_moe_2017,Hispanic_Latino_2010,Hispanic_Latino_2000,Vacant_Land_2018,Vacant_Land_Area_2018,Vacant_Land_2017,Vacant_Land_Area_2017,Vacant_Land_2016,Vacant_Land_Area_2016,Vacant_Land_2015,Vacant_Land_Area_2015,Vacant_Land_2013,Vacant_Land_Area_2013,Vacant_Land_2011,Vacant_Land_Area_2011
305,300,300,3,899,3,894,3,893,3,896,3,882,3,800,1,352,50,9,40,16,11,9,17,9,20,10,15,8,28,11,26,10,20.8,43.8,66,18,71,17,66.6,53.1,0,4,0,2,0.9,1.7,0,4,0,8,4.3,0.3,6,6,3,4,7.5,1.1,17.6,53,17.6,53,17.6,53,17.6,53,17.6,53,17.6,53
306,679,681,2,1670,3,1721,2,1487,2,1334,1,981,2,1335,2,1526,12,4,13,3,57,10,58,9,8,6,3,4,0,1,0,1,8,7.4,96,8,99,2,86.5,90.9,2,3,0,1,0.2,0,0,3,0,5,2,0.7,3,3,1,1,3.2,1,37,251,37,251,37,251,36.9,251,36.9,251,36.9,251
307,516,516,8,3926,8,3909,8,3912,6,2972,6,2948,6,2864,5,2590,34,5,35,4,21,6,19,7,4,2,6,3,26,9,23,8,16.2,22,44,15,52,14,52.6,61.9,1,2,3,2,6.9,7.6,0,2,1,2,2,1.7,28,15,22,12,22.3,6.8,2.4,12,2.4,12,2.4,12,2.4,12,2.4,12,2.4,12
308,241,241,5,1267,5,1267,5,1267,5,1267,5,1152,4,942,3,772,35,8,39,3,29,6,27,8,9,5,11,6,66,14,66,5,83.5,89.6,2,2,1,1,3.9,5.7,22,4,16,10,5.6,1,1,3,13,16,3.1,1.6,2,3,4,4,3.8,2.1,1.9,5,1.9,5,1.9,5,1.9,5,1.9,5,1.9,5
309,725,725,2,1805,2,1805,2,1802,2,1782,2,1732,2,1586,1,687,45,6,44,3,32,6,29,16,14,4,12,4,56,12,53,27,79.4,93.9,11,12,2,2,6.4,2.8,14,3,14,8,5.9,0.4,0,2,5,7,2.9,0.4,18,18,27,29,5.4,2.5,3.4,25,3.4,25,3.4,25,3.4,25,3.4,25,3.4,25
310,406,406,5,2230,5,2228,5,2228,5,2219,5,2209,6,2372,3,1113,37,7,39,4,35,9,33,9,9,4,11,4,78,7,79,10,74.2,87.7,3,3,3,3,7,5.3,6,2,8,7,9.4,3.1,1,2,6,10,1.4,0.9,1,2,5,4,7.9,3.1,3.4,14,3.4,14,3.4,14,3.4,14,3.4,14,3.4,14
311,389,389,3,1233,3,1240,3,1226,3,1217,3,1243,3,1153,4,1421,40,9,45,10,24,11,18,10,17,5,21,7,3,5,2,2,2.1,0.8,92,9,92,6,92.6,95.2,0,3,0,1,0.8,1,0,3,3,8,2.1,1.6,2,3,3,3,2.4,1.4,8.7,34,8.7,34,8.7,34,8.7,34,8.7,34,8.7,34
312,207,207,9,1782,9,1775,9,1776,9,1776,8,1748,7,1405,8,1577,28,8,32,16,26,8,26,7,6,4,8,5,9,7,5,4,6.2,11.1,70,21,80,13,76.9,75.5,0,3,0,1,3.3,3,1,3,1,6,2.7,5.1,18,15,14,16,10.9,5.2,3.5,7,3.5,7,3.5,7,3.5,7,3.5,7,3.5,7
313,647,647,3,1668,3,1668,3,1668,3,1668,3,1668,3,1634,2,1178,37,3,26,8,23,7,31,7,6,5,3,3,12,5,9,5,28,63.6,33,11,44,13,37.9,25.2,0,2,2,9,7.6,4.3,0,2,2,5,2.1,1.4,53,18,42,22,24.4,5.5,7.7,50,7.7,50,7.7,50,7.7,50,7.7,50,7.7,50
314,319,319,8,2633,8,2618,8,2618,8,2651,8,2645,8,2422,8,2553,29,8,34,8,27,9,17,9,5,4,6,4,28,11,34,16,25.8,32.4,29,13,35,14,24.6,25.9,2,2,4,5,1.5,2.7,0,2,4,5,1.6,2.2,36,25,23,15,46.5,36.8,1.4,4,1.4,4,1.3,4,1.3,4,1.3,4,1.3,4
315,241,241,8,1851,3,759,3,746,3,741,3,611,2,546,5,1256,34,2,35,3,12,5,12,6,8,4,7,4,76,11,73,10,85.5,59.4,18,8,23,9,9.2,29.8,0,3,0,1,1.3,0.4,0,3,5,9,1.3,3.7,0,1,0,1,2.7,6.7,11.1,27,11.1,27,11.1,27,11.1,27,11.2,27,11.2,27
316,432,432,10,4318,10,4307,10,4305,10,4264,10,4301,9,3793,8,3259,29,,29,,28,4,28,4,5,2,7,2,9,2,9,3,11.2,29.2,44,10,44,8,35.1,53.7,5,1,5,3,4.6,6.8,0,2,0,2,2,3.8,42,10,42,9,47.1,6.6,6.4,28,6.4,28,6.4,28,6.4,28,6.4,28,6.4,28
317,170,170,5,802,5,806,5,806,5,798,5,784,5,768,5,786,17,18,17,11,52,14,55,32,12,1,8,4,7,6,6,6,5.9,3.2,69,9,71,8,89.2,95.5,0,3,0,1,0,0,0,3,1,5,3.4,1.2,23,35,22,33,1.6,0.1,18.8,32,18.8,32,18.8,32,18.8,32,18.8,32,18.8,32
318,385,385,5,1853,5,1850,4,1663,4,1660,4,1661,4,1612,4,1698,45,5,44,6,18,6,16,5,21,3,19,4,83,12,81,9,83.3,89.2,8,4,7,6,6.4,4.5,3,2,1,2,1.5,3.2,0,2,0,3,2.8,0.6,7,4,11,7,6,2.5,6.8,26,6.8,26,6.8,26,6.8,26,6.8,26,6.8,26
319,718,719,5,3288,5,3294,5,3294,5,3305,4,3095,4,2989,4,2944,36,6,40,6,19,4,22,5,16,4,16,5,38,2,40,5,36.9,54.9,27,11,29,11,25.1,29.1,18,4,9,7,7.7,7.7,0,2,1,3,2,2.5,16,10,22,10,28.3,5.7,5.4,39,5.4,39,5.4,39,5.4,39,5.4,39,5.4,39
320,264,264,4,1021,4,989,4,1000,4,1067,4,1077,4,945,3,884,41,7,41,3,25,10,25,10,14,6,17,4,98,6,97,9,87.8,91.5,0,1,0,0,4.4,4.5,0,3,0,1,2.3,0.5,0,3,0,5,1.1,1.2,2,3,2,3,4.3,2.3,0.9,2,0.9,2,0.9,2,0.7,2,0.7,2,0.7,2
321,217,217,6,1200,6,1198,5,1193,5,1186,5,1149,5,1121,6,1220,30,11,30,5,13,9,20,9,5,3,5,3,7,6,3,3,2,1.5,62,20,67,18,89.5,96,11,2,14,21,4.5,0,0,3,7,11,0.7,1.6,14,13,8,6,3.3,0.9,15.2,33,15.2,33,15.2,33,15.2,33,15.2,33,15.2,33
322,199,199,6,1267,6,1271,6,1234,6,1209,6,1147,6,1217,5,1063,37,12,23,9,21,6,32,4,10,4,5,3,23,8,18,5,26.6,47.9,46,24,56,22,43.1,40.8,2,2,1,1,3.6,4.2,0,2,2,3,3.1,1.2,27,16,24,14,23.5,5.9,6.2,12,6.2,12,6.2,12,6.2,12,6.2,12,6.2,12
323,564,564,5,2652,5,2616,5,2608,5,2602,4,2452,4,2518,4,2356,35,3,35,4,26,6,26,5,12,3,12,3,22,6,19,5,21.7,39.2,51,11,54,11,49.3,49.3,1,2,1,2,2.7,2.5,0,2,4,6,2.8,2.6,24,10,23,10,23.5,6.4,3.5,20,3.5,20,3.5,19,3.5,19,3.5,19,3.5,19
324,1367,1367,1,1684,1,1669,1,1669,1,1661,1,1658,1,1635,1,1535,44,3,43,3,21,6,25,7,14,5,11,5,68,4,62,7,64.3,78.6,16,10,29,15,22,15.2,0,2,1,1,4.4,2.8,0,2,1,3,2.6,1.5,15,5,7,6,6.7,2,28.8,394,28.8,394,28.8,394,28.8,394,28.8,394,28.8,394
325,599,599,5,2794,5,2786,5,2783,5,2756,4,2688,4,2565,4,2421,37,8,39,6,33,7,27,6,12,4,13,3,24,7,25,5,32.3,53.4,44,13,49,13,49.1,38.8,6,1,4,7,3.2,3.8,0,2,8,8,2.3,1.3,18,8,13,9,13.2,2.8,7.4,44,7.4,44,7.4,44,7.4,44,7.4,44,7.4,44
326,152,152,6,954,6,960,6,962,6,959,6,938,6,935,7,1061,32,15,33,24,27,12,24,12,12,5,16,5,0,1,0,1,3.5,1.4,83,10,85,11,91,96,0,3,0,1,0.2,0,0,3,0,5,2.2,1.1,17,19,15,18,3,1.4,3.1,5,3.1,5,3.1,5,3.1,5,3.1,5,3.1,5
327,230,230,7,1712,7,1720,7,1710,7,1708,7,1685,7,1658,7,1689,25,12,26,12,45,8,43,13,12,5,16,5,6,4,8,6,8.4,17,60,20,49,19,66.8,72.5,5,1,8,12,3.1,2.3,0,2,3,7,4.3,1.7,26,22,32,29,17.4,6.5,13.2,30,13.2,30,13.2,30,13.2,30,13.2,30,13.2,30
328,727,728,2,1090,2,1096,2,1097,2,1099,2,1093,1,1043,1,909,38,5,38,11,13,6,14,5,16,5,15,5,25,12,25,12,36.5,68.2,42,19,39,20,47.6,24.8,9,1,12,8,4,3.6,0,2,0,3,1.9,1.4,23,15,24,12,10,2,17.1,124,17.1,124,17.1,124,17.1,124,17.1,124,17.1,124
329,470,470,4,2088,4,2082,4,2061,4,2063,4,2057,4,1895,2,969,32,13,37,15,15,8,17,11,8,5,11,7,14,8,15,9,17.4,44.8,81,20,79,16,68.7,46,1,3,2,2,3.5,5.3,0,3,4,7,2.5,1.6,0,1,0,1,7.9,2.3,33.7,159,33.7,159,33.7,159,8.7,41,8.7,41,8.7,41
330,641,620,4,2249,4,2247,3,2239,3,2149,3,2117,3,1988,1,896,42,6,35,10,24,7,29,9,13,5,10,4,17,8,15,7,28.6,75.1,67,13,65,9,58.3,20.2,0,2,0,1,1.7,1,0,2,9,14,2.6,1.8,9,11,11,14,8.8,1.9,10.7,69,10.7,69,10.7,69,11.1,69,11.1,69,11.1,69
331,1306,1303,2,2129,1,1653,1,1617,1,1617,1,1607,1,725,0,452,30,3,31,5,5,6,6,8,5,5,3,4,37,10,39,14,30.1,50,61,26,56,24,46.6,43.8,0,3,0,1,6.6,2,0,3,3,8,5.2,2.9,1,1,2,2,11.4,1.3,34.1,445,33.4,436,33.4,436,34.3,447,34.3,447,34.6,451
332,596,596,3,1876,3,1871,3,1861,3,1769,3,1630,2,1368,1,638,33,2,34,2,30,6,26,6,7,3,6,3,20,5,27,6,43.3,73.1,62,9,58,11,46.3,25.1,6,2,7,6,3.1,0,0,2,4,5,1.5,0,6,5,3,2,5.7,1.7,31.6,188,31.6,188,31.6,188,31.6,188,31.6,188,31.6,188
333,619,619,5,3225,5,3065,5,3039,5,2959,5,2883,5,2813,4,2600,31,10,30,9,24,5,31,5,10,4,11,4,13,6,14,5,30.5,54.1,51,17,35,10,46.6,31.9,10,2,8,9,9.3,8,0,2,6,8,2.8,2.7,23,18,37,24,10.8,3.3,18.5,114,18.5,114,18.5,114,18.5,114,18.5,114,18.5,114
334,399,399,2,744,2,744,2,743,2,742,2,738,2,725,0,0,30,2,30,1,16,12,17,8,0,5,3,6,10,9,1,2,16.7,,14,22,30,35,21.9,,65,23,60,36,52.4,,11,2,5,11,5,,0,2,4,7,4,,0,0,0,0,0,0,0,0,0,0,0,0
335,859,859,4,3388,4,3398,4,3376,4,3324,4,3141,3,2951,1,552,47,6,42,3,22,6,27,6,18,5,16,4,72,6,66,6,71.9,93,6,3,10,4,8.8,4.3,11,1,10,4,9.4,1.3,0,2,4,4,2.8,0.4,8,4,11,7,7.1,1.1,12.5,107,11.9,102,11.9,102,12.5,107,12.5,107,14.3,123
336,1512,1512,3,5007,3,5004,3,4996,3,4896,3,4612,2,3350,1,1160,33,4,32,2,24,6,25,5,9,4,8,3,33,5,33,5,37.7,64.4,52,8,50,9,44.4,25.3,5,1,6,4,7,6.8,2,1,3,4,3.3,1.5,5,6,8,4,7.7,2.1,33.6,507,33.6,507,33.6,507,33.5,507,36.4,551,36.4,551
337,710,715,3,2047,3,2050,3,1983,3,1939,3,1934,3,1837,1,407,42,4,42,3,28,6,27,7,6,5,5,5,55,4,54,7,70,90.7,35,19,38,16,19,3.4,1,2,2,3,5.3,1.5,0,2,6,7,2.4,2,6,10,0,0,3.3,2.5,17.7,126,17.7,126,17.7,126,17.6,126,17.6,126,17.6,126
338,153,153,14,2162,14,2167,15,2223,14,2216,11,1739,7,1141,6,917,32,2,33,3,3,3,2,3,5,4,6,4,55,7,52,6,29.9,0.7,36,14,41,11,62.8,97.4,4,2,4,3,1.8,0.2,2,2,1,4,2.5,1.3,3,2,3,2,2.9,0.4,3,5,3,5,3,5,3,5,3,5,10.6,16
339,254,254,8,1985,8,1918,7,1697,6,1575,5,1218,3,666,0,76,27,2,29,1,2,2,2,2,1,3,0,2,81,9,75,4,71.6,19.7,8,4,9,5,15.5,80.3,4,2,7,4,6.9,0,0,2,4,6,1.1,0,4,3,5,4,5,0,10.3,26,10.3,26,10.3,26,10.3,26,10.8,27,12.6,32
340,376,376,20,7410,18,6733,19,6985,18,6789,17,6544,15,5621,6,2345,33,,33,,4,3,4,3,12,5,11,5,64,4,62,4,66,58.3,22,7,22,7,25.3,36.8,4,1,2,1,3.6,1.6,0,1,3,3,1.8,1.6,8,4,10,6,3.3,1.8,5.1,19,5.1,19,5.1,19,5.1,19,5.7,21,5.7,21
341,369,369,12,4479,12,4482,12,4482,12,4355,11,4062,11,4182,6,2037,29,,30,,16,5,13,4,5,3,6,3,50,7,52,6,38.8,21.7,41,7,39,8,51.3,73.7,3,2,1,2,3.3,0.5,0,2,3,4,1.3,2.4,2,2,5,4,5.3,1.7,3.3,12,3.3,12,3.3,12,3.3,12,3.3,12,3.8,14
342,280,280,2,601,2,616,2,615,2,631,2,523,2,443,0,1,30,,29,,3,8,5,7,15,12,7,10,48,13,53,22,75.6,,13,15,14,14,11.5,,10,0,8,6,8.8,,0,4,16,26,1.1,,18,14,9,10,2.9,,1.4,4,1.4,4,1.4,4,1.4,4,1.4,4,1.4,4
343,260,260,8,2109,6,1643,6,1637,6,1618,7,1728,5,1290,7,1770,33,2,34,3,14,5,14,6,3,3,2,2,65,10,61,7,73.5,44.2,14,7,16,8,14.9,46.6,4,2,5,5,3.6,2.3,0,3,4,7,2.8,2.8,14,9,13,9,5.2,4.2,4.2,11,4.2,11,4.2,11,4.2,11,4.7,12,4.7,12
344,262,262,7,1841,7,1771,6,1668,6,1640,6,1486,5,1317,3,882,33,2,33,2,12,4,13,5,5,3,6,3,46,7,50,9,46.2,18.1,28,12,30,11,40.5,65.2,3,2,2,2,1.5,2.8,0,2,2,5,2.4,3.3,19,11,17,11,9.3,10.5,13.9,36,13.9,36,13.9,36,13.9,36,13.9,36,13.9,36
345,655,668,1,947,1,939,1,937,1,933,1,927,1,872,1,635,27,8,25,4,28,3,30,2,5,3,4,3,55,11,56,14,63.6,94.9,40,38,35,33,25.7,3.6,0,2,0,1,2.2,0,0,2,4,8,2.5,0.5,2,3,5,6,6,1,24.5,161,24.5,161,24.5,161,24,161,24,161,24,161
346,730,730,4,2887,4,2891,4,2882,4,2850,4,2811,3,2514,3,2474,29,3,31,4,33,7,28,7,7,2,8,2,8,3,9,3,19.6,44.8,69,13,70,12,59.9,39.5,15,2,13,2,8.9,5.7,0,2,1,2,3.4,2.6,7,7,7,7,8.2,7.4,7.6,56,7.6,56,7.6,56,7.6,56,7.6,56,7.6,56
347,140,140,6,893,6,871,6,865,6,864,5,660,4,590,6,862,27,5,27,6,22,9,25,10,0,5,4,5,9,6,6,6,10,0.8,73,22,89,17,82.2,95.1,0,3,0,2,0.5,0,0,3,4,10,3.6,0.2,12,14,1,2,3.7,3.8,15.9,22,15.9,22,15.9,22,15.9,22,16.7,23,16.7,23
348,1591,1591,2,3247,2,3240,2,3206,2,3200,2,3170,2,3083,1,2335,37,,36,,27,6,30,6,15,3,13,2,55,7,52,6,58.3,84.5,35,10,38,13,33.1,13,1,2,1,2,1.9,1,1,2,4,4,2,0.8,5,6,5,6,4.7,0.7,17.4,277,17.4,277,17.4,277,17.4,277,17.4,277,17.4,277
349,297,297,5,1600,5,1621,7,2037,7,2030,7,2002,6,1928,4,1113,34,14,31,4,20,6,23,6,9,5,8,4,60,15,52,17,60.3,91.4,15,18,19,8,15,3.9,16,4,15,9,13,2.1,0,3,1,4,2.1,1.2,8,13,13,17,9.5,1.5,2.3,7,2.3,7,2.3,7,2.7,8,2.7,8,2.7,8
350,312,312,5,1505,5,1501,5,1586,5,1581,5,1559,5,1474,5,1445,38,5,40,4,25,7,21,7,16,8,14,6,91,11,94,10,84.9,94.2,0,1,0,1,4.2,2.6,4,3,1,2,2.2,1.2,0,3,0,3,1.4,0.6,4,4,5,4,7.3,1.5,0,0,0,0,0,0,0.2,1,0.2,1,0.2,1
351,202,202,6,1240,6,1226,6,1210,6,1201,5,1093,5,1010,5,942,41,4,37,5,26,7,29,7,17,5,15,5,73,10,75,9,70.8,74.8,14,15,18,14,15.6,14.2,4,3,3,4,6.7,5.3,0,3,0,4,2.9,1.7,9,8,4,4,4,4.1,9.4,19,9.4,19,9.5,19,9.5,19,9.5,19,9.2,19
352,254,254,10,2501,10,2501,10,2501,10,2501,10,2499,9,2379,8,1924,34,5,37,7,30,6,28,6,11,4,11,4,68,10,76,7,66.9,86.6,7,3,7,3,14,4.9,18,1,12,10,8.2,4.3,2,2,3,5,2.8,2.3,3,2,3,2,8.2,1.9,1.9,5,1.9,5,1.9,5,1.9,5,1.9,5,1.9,5
353,686,686,4,2610,4,2605,4,2613,4,2610,4,2552,4,2405,3,2224,39,10,39,4,20,6,23,6,15,5,17,6,88,6,87,6,90,92.4,3,5,2,3,2.9,3.4,10,1,7,4,2.7,1.7,0,2,1,3,2,1.2,0,0,4,6,2.4,1.3,2.1,14,2.1,14,2.1,14,2.1,14,2.1,14,2.1,14
354,256,256,7,1791,7,1791,7,1791,7,1791,7,1791,8,1937,4,1028,30,1,30,2,13,6,17,11,8,3,8,3,65,18,55,7,69,77.7,12,8,28,20,11.1,6.4,11,2,10,8,5.6,5.3,0,2,4,6,2.8,4.5,8,6,3,2,11.5,6.1,1.4,4,1.4,4,1.5,4,1.5,4,1.5,4,1.5,4
355,637,634,3,2119,3,2119,3,2119,3,2119,3,2119,3,1894,2,1005,33,1,33,1,18,7,23,7,6,3,5,3,37,8,38,9,53.8,83.3,8,9,5,8,12.1,7.6,47,8,47,13,21.9,3.9,0,2,6,9,3.2,1.5,3,3,3,3,9,3.8,1.9,12,1.9,12,1.9,12,1.9,12,1.9,12,1.9,12
356,976,977,5,4939,5,4852,5,4847,5,4825,5,4806,5,4416,2,1919,40,,41,,32,5,30,4,10,3,9,2,67,2,69,4,78.6,90.8,7,8,9,8,7.1,2.2,14,1,11,5,8.7,3.8,0,1,2,3,1.9,1.2,10,7,10,6,3.8,2,6.3,61,6.3,61,6.3,61,6.3,61,6.6,65,5.8,57
357,346,346,8,2719,8,2701,8,2692,8,2687,7,2583,6,2139,7,2375,41,,41,,11,4,12,5,15,4,15,3,73,6,67,13,80.3,85.7,11,3,15,9,10.1,8.9,4,2,9,9,2.4,1.7,0,2,2,3,1.7,1.1,10,7,7,6,5.5,2.6,2.7,9,2.7,9,2.7,9,2.7,9,2.7,9,2.7,9
358,823,823,5,4100,4,2991,4,3559,4,3203,4,3173,4,3051,3,2495,43,,41,,19,5,22,4,20,4,18,4,89,5,92,2,88.4,93.2,5,4,4,3,3.8,1.8,4,2,1,1,2.6,1.7,0,2,2,4,1.7,1,1,1,1,1,3.6,2.3,0.6,5,0.6,5,0.6,5,0.7,6,0.7,6,1.7,14
359,416,416,5,2273,5,2256,5,2257,5,2252,5,2245,5,2129,5,2014,48,,48,,21,6,21,7,29,6,28,6,91,4,90,7,93,95.2,0,1,0,1,1.6,1.4,0,2,0,1,1.9,1,0,2,1,3,1.1,0.5,9,8,9,7,2.4,1.8,3,13,3,13,3,13,3.7,15,4,17,4,17
360,1419,1419,3,4531,3,4432,3,4411,3,4396,3,4230,3,3956,2,2572,33,,33,,31,4,32,5,5,2,5,2,29,6,31,6,37.1,70.2,48,8,46,8,44.2,22.2,6,1,6,4,2.8,2.1,1,1,2,3,3.3,2.3,15,6,15,6,12.6,3.3,27.2,386,27.2,385,27.2,386,27.2,386,27.2,386,27.2,386
361,496,496,4,2175,4,1903,3,1509,2,1140,2,1124,2,994,4,2101,30,,37,,17,7,13,6,6,6,10,6,25,3,14,6,10.5,9.1,65,19,73,13,83.6,86.5,1,3,1,2,1.3,0.8,0,3,6,11,2.2,1.2,6,4,7,5,2.4,2.3,20.9,104,20.9,104,20.9,104,19.8,98,20,99,20,99
362,814,814,4,3156,4,3159,4,3174,4,3184,4,3089,4,2875,4,2915,38,,40,,26,5,26,4,12,3,13,3,1,1,1,1,1.9,1,87,3,89,5,90.3,97.3,1,2,2,3,0.1,0,0,2,1,3,1.8,0.8,11,8,7,5,5.8,0.8,2.8,22,2.8,22,2.8,22,2.8,22,2.8,22,2.8,22
363,1361,1361,2,2981,2,2963,2,2983,2,2967,2,2912,2,2340,2,2628,37,,34,,21,5,20,5,16,4,13,3,6,3,6,4,3.2,0.8,86,6,81,19,85.9,86.8,2,2,1,1,3.6,3.5,0,2,12,11,1.3,1.6,4,4,1,1,5.9,7.3,19.3,262,19.3,262,19.3,262,19.3,262,19.3,262,19.3,262
364,483,483,6,2946,6,2875,6,2864,6,2852,6,2745,5,2426,5,2216,43,,43,,31,5,30,5,20,4,21,4,96,3,96,1,97.4,98.8,0,1,0,1,0.2,0.5,1,2,1,1,0.2,0.3,0,2,2,4,0.7,0.2,1,1,1,1,1.4,0.2,4,19,4,19,4,19,4,19,4,19,4,19
365,270,269,6,1699,6,1700,6,1710,6,1686,6,1657,5,1217,5,1304,37,,36,,20,7,18,7,11,4,13,5,53,7,56,7,59,72.9,27,15,29,14,24.3,18.2,0,3,0,1,1.1,1.3,0,3,1,5,2,2.7,19,14,15,12,13.6,5,3.8,10,3.8,10,3.7,10,3.8,10,3.8,10,3.8,10
366,348,348,2,781,2,784,2,784,2,796,2,738,2,662,3,1082,38,,37,,13,6,17,6,5,6,5,4,61,13,61,13,63.4,51.2,22,9,19,8,21.1,36.1,2,4,2,3,2,1.4,0,4,5,11,2.9,3.2,11,9,14,10,10.6,8,3.6,13,3.6,13,3.6,13,3.6,13,3.6,13,3.6,13
367,731,731,8,5607,8,5556,8,5562,7,4866,6,4469,6,4053,5,3961,32,,32,,14,3,15,3,5,2,5,2,85,4,88,4,85.4,79.7,6,3,6,3,8.6,16.3,1,1,2,1,1.6,0.8,0,1,3,3,1.7,1.3,3,1,2,1,2.7,1.9,2.6,19,2.6,19,2.6,19,2.6,19,2.5,18,2.5,18
368,1111,1111,3,3038,3,3038,3,3038,3,3038,3,3038,3,2839,3,2906,36,,35,,21,5,19,5,11,3,11,3,61,6,59,6,58.9,75.2,13,4,13,4,14.4,11.5,1,2,6,5,2.5,4.4,0,2,2,3,3.3,2.1,24,9,20,7,20.9,6.7,4.6,51,4.6,51,4.6,51,4.6,51,4.6,51,4.6,51
369,329,329,3,1118,3,1109,3,1144,3,1022,4,1269,4,1197,4,1413,33,,33,,22,5,29,5,13,4,11,3,1,1,7,7,2.4,1.6,91,10,82,9,90.3,88.1,0,3,0,1,0,0.4,0,3,2,6,3.2,1.3,3,4,9,6,4.1,8.6,8.6,28,8.6,28,8.6,28,8.6,28,8.6,28,8.6,28
370,472,472,7,3332,7,3274,7,3257,7,3218,7,3134,6,2652,7,3191,24,,24,,41,5,42,5,6,2,6,2,6,3,5,3,4.9,4.4,85,6,88,6,82.2,79.5,1,2,1,1,1.2,0.8,0,2,2,3,1.8,2.2,5,4,4,3,10,13.1,9.9,47,9.9,47,9.9,46,9.9,46,9.9,46,9.9,46
371,1395,1395,4,6038,4,6056,4,6089,4,5976,4,5765,5,7442,5,6970,38,,37,,26,4,27,4,16,3,14,2,6,3,6,3,6.9,10,64,6,67,5,67.3,79.7,1,1,0,0,1.3,0.8,0,1,1,2,2.1,1.4,28,7,25,7,22.3,8.1,7.7,108,7.7,108,7.7,108,7.7,108,7.7,108,7.7,108
372,1956,1967,6,11922,6,11919,6,11854,6,11779,6,11745,6,11123,3,5493,40,,38,,28,3,30,3,13,2,12,1,59,3,58,3,65,84.2,29,4,31,3,22.6,10.1,4,1,2,1,4.6,2.4,0,1,3,2,2.6,1.3,6,2,6,2,5.1,2.1,5.5,108,5.5,108,5.5,108,5.5,108,5.5,108,6.8,134
373,855,855,3,2589,3,2550,3,2549,3,2513,3,2500,3,2386,3,2447,48,,46,,18,6,20,6,20,4,18,3,93,6,92,5,91.3,95.2,2,3,1,1,3,1.9,1,2,2,3,1.3,1.3,0,2,1,3,1.6,0.6,5,4,4,3,2.8,1.1,2.3,19,2.3,19,2.3,19,2.3,19,1.3,11,1.3,11
374,417,417,6,2558,6,2557,6,2520,6,2487,6,2483,5,2269,6,2588,41,,41,,25,6,24,6,14,4,14,4,3,3,2,2,1.4,0.5,83,6,81,6,87.3,83,0,2,0,1,1.5,0,0,2,0,3,1.1,1.2,14,10,15,9,8.7,15.3,14,58,14,58,14,58,14,58,14,58,14,58
375,990,990,3,2587,2,2407,2,2407,2,2401,2,2371,3,2481,3,2577,40,,41,,34,7,33,8,18,3,19,3,88,7,85,22,94.3,95.1,10,13,12,17,1.3,1.4,0,2,1,1,2,1.8,0,2,1,3,1.2,0.4,2,2,1,2,1.2,1.3,1.9,19,1.9,19,1.9,19,1.9,19,1.9,19,1.9,19
376,1151,1151,4,4158,4,4155,4,4161,3,3995,3,3940,3,3635,3,3025,37,,38,,23,4,24,4,9,3,9,3,46,5,47,5,49.9,74.4,43,9,42,8,37.6,20.1,4,1,3,2,2.8,2,0,2,5,4,2.6,1.4,2,2,3,3,7,2.1,16.6,191,16.6,191,16.6,191,16.6,191,16.6,191,16.6,191
